symbol,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent,capital
USHAMART,59,42,71.19,5.09,0.09,1048004.50
UTIAMC,54,32,59.26,-4.62,-0.09,952243.82
VBL,58,37,63.79,-2.50,-0.04,971351.32
VEDL,56,38,67.86,12.27,0.22,1125060.07
VIJAYA,58,47,81.03,19.36,0.33,1206285.95
VMM,61,43,70.49,8.69,0.14,1087679.85
VOLTAS,55,40,72.73,9.62,0.17,1096516.13
VTL,58,48,82.76,16.43,0.28,1173741.70
WAAREEENER,52,39,75.00,10.85,0.21,1112131.15
WELCORP,60,43,71.67,1.76,0.03,1009703.27
WELSPUNLIV,61,45,73.77,8.57,0.14,1077177.24
WHIRLPOOL,52,40,76.92,-2.88,-0.06,966021.59
WIPRO,60,31,51.67,-2.21,-0.04,973123.31
WOCKPHARMA,64,43,67.19,-0.41,-0.01,980658.94
YESBANK,59,43,72.88,6.55,0.11,1066050.98
ZEEL,61,40,65.57,-13.50,-0.22,862322.53
ZENSARTECH,56,35,62.50,-30.08,-0.54,727478.72
ZENTEC,57,37,64.91,-0.25,-0.00,987992.44
ZFCVINDIA,58,45,77.59,2.37,0.04,1019097.12
ZYDUSLIFE,60,48,80.00,7.19,0.12,1068921.93
ZYDUSWELL,58,42,72.41,3.67,0.06,1026769.64
