symbol,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent,capital
VEDL,19,13,68.42,5.44,0.29,1034339.07
VIJAYA,20,18,90.00,8.23,0.41,1068347.17
VMM,19,14,73.68,-2.05,-0.11,960903.06
VOLTAS,18,14,77.78,0.72,0.04,1006280.25
VTL,18,13,72.22,5.21,0.29,1109206.78
WAAREEENER,17,16,94.12,7.36,0.43,1055878.94
WELCORP,20,9,45.00,-18.32,-0.92,777877.15
WELSPUNLIV,21,14,66.67,5.75,0.27,1036397.32
WHIRLPOOL,18,15,83.33,-1.67,-0.09,975185.08
WIPRO,19,12,63.16,-2.94,-0.15,978569.97
WOCKPHARMA,21,13,61.90,-8.55,-0.41,965054.35
YESBANK,19,15,78.95,4.46,0.23,1050976.13
ZEEL,18,12,66.67,-4.81,-0.27,977907.15
ZENSARTECH,15,13,86.67,2.61,0.17,1008908.07
ZENTEC,18,10,55.56,-6.45,-0.36,936939.52
ZFCVINDIA,20,17,85.00,2.91,0.15,1019181.61
ZYDUSLIFE,20,16,80.00,1.44,0.07,1015687.78
ZYDUSWELL,18,11,61.11,-3.33,-0.18,964492.34
