symbol,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent,capital
USHAMART,411,295,71.78,10.38,0.03,1065282.12
UTIAMC,412,297,72.09,34.13,0.08,1346851.75
VBL,412,277,67.23,-9.38,-0.02,874953.31
VEDL,412,261,63.35,-15.97,-0.04,815649.74
VIJAYA,412,297,72.09,-1.47,-0.00,900132.05
VMM,409,300,73.35,57.91,0.14,1714061.94
VOLTAS,412,300,72.82,13.66,0.03,1097309.94
VTL,411,319,77.62,93.23,0.23,2440675.93
WAAREEENER,412,265,64.32,-20.29,-0.05,770739.02
WELCORP,412,302,73.30,13.49,0.03,1076125.42
WELSPUNLIV,411,275,66.91,-25.39,-0.06,733338.62
WHIRLPOOL,411,298,72.51,15.94,0.04,1110602.18
WIPRO,411,259,63.02,-4.93,-0.01,926728.24
WOCKPHARMA,412,273,66.26,-84.79,-0.21,386696.60
YESBANK,401,270,67.33,18.06,0.05,1159847.89
ZEEL,410,283,69.02,-86.88,-0.21,391855.40
ZENSARTECH,412,265,64.32,-78.30,-0.19,418268.78
ZENTEC,412,276,66.99,-1.52,-0.00,909497.09
ZFCVINDIA,412,320,77.67,81.15,0.20,2178941.19
ZYDUSLIFE,411,291,70.80,36.22,0.09,1404903.46
ZYDUSWELL,412,315,76.46,48.24,0.12,1539337.63
