symbol,trade_count,target_hit_count,target_hit_percent,total_pnl_percent,average_pnl_percent,capital
URBANCO,220,148,67.27,-3.51,-0.02,934532.82
USHAMART,220,150,68.18,-1.22,-0.01,961008.58
UTIAMC,243,29,11.93,-45.03,-0.19,735390.02
VBL,220,137,62.27,0.36,0.00,986624.09
VEDL,235,44,18.72,1.91,0.01,980039.45
VIJAYA,225,160,71.11,16.32,0.07,1118289.13
VMM,222,160,72.07,21.11,0.10,1310733.39
VOLTAS,223,155,69.51,-2.64,-0.01,948474.89
VTL,221,171,77.38,60.77,0.27,1960999.07
WAAREEENER,225,140,62.22,-25.26,-0.11,742487.64
WELCORP,222,149,67.12,3.13,0.01,1008800.98
WELSPUNLIV,226,137,60.62,-21.48,-0.10,805491.01
WHIRLPOOL,222,150,67.57,-27.78,-0.13,565036.12
WIPRO,235,76,32.34,-2.98,-0.01,965150.56
WOCKPHARMA,231,151,65.37,-48.35,-0.21,735848.59
YESBANK,219,139,63.47,-15.86,-0.07,773299.41
ZEEL,221,143,64.71,-52.34,-0.24,698194.73
ZENSARTECH,239,64,26.78,-90.23,-0.38,448042.24
ZENTEC,221,144,65.16,31.52,0.14,1228913.14
ZFCVINDIA,243,36,14.81,-26.01,-0.11,750493.96
ZYDUSLIFE,221,153,69.23,22.92,0.10,1283620.61
ZYDUSWELL,227,152,66.96,31.14,0.14,1237318.87
